STATION_NAME,STN_ID,LAT,LON,January,February,March,April,May,June,July,August,September,October,November,December
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,30.08,30.05,27.35,23.71,19.98,16.58,16.16,17.45,19.69,22.57,25.65,28.11
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,25.31,26.34,25.21,23.38,20.06,17.42,16.8,17.01,18.41,19.96,22.05,23.89
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,41.54,38.89,35.47,30.88,25.45,22.77,22.23,25.77,31.3,33.64,36.81,39.0
AMBERLEY-AMO,40004,-27.63,152.71,32.39,31.57,30.5,28.09,25.33,23.5,23.22,23.8,27.37,29.31,30.15,31.69
BARCALDINE-POST-OFFICE,36007,-23.55,145.29,37.49,35.83,35.34,32.03,28.44,25.24,24.41,26.55,30.74,34.03,35.52,37.09
BATHURST-AGRICULTURAL-STATION,63005,-33.43,149.56,29.81,28.84,26.45,21.67,17.42,13.95,13.36,14.11,18.0,21.04,24.36,27.9
BIRDSVILLE-AIRPORT,38026,-25.9,139.35,42.14,40.39,39.12,32.68,28.22,23.78,23.12,26.29,31.86,35.23,38.43,40.49
BOULIA-AIRPORT,38003,-22.91,139.9,41.06,40.05,38.3,34.52,29.86,26.4,26.67,27.85,33.52,36.72,38.24,40.08
BOURKE-AIRPORT-AWS,48245,-30.04,145.95,38.6,37.35,34.93,30.62,25.0,21.51,20.32,22.38,26.99,30.76,34.52,37.12
BRIDGETOWN-COMPARISON,9510,-33.96,116.14,32.93,32.1,30.34,26.72,22.91,19.98,19.1,19.61,21.38,23.87,27.88,30.61
BRISBANE-AERO,40842,-27.39,153.12,29.92,29.09,27.97,26.37,23.91,21.92,21.59,21.88,24.69,26.46,27.12,28.73
BROOME-AIRPORT,3003,-17.95,122.23,33.76,33.07,34.02,35.17,32.54,30.1,29.83,30.59,32.1,33.42,33.95,34.01
BUNDABERG-AERO,39128,-24.91,152.32,31.33,31.0,29.64,28.01,25.91,23.94,22.78,24.23,26.35,27.28,29.17,30.23
BURKETOWN-AIRPORT,29077,-17.75,139.54,35.59,34.88,35.63,34.9,33.05,30.8,30.55,31.63,33.88,36.42,37.52,36.8
BUTLERS-GORGE,96003,-42.28,146.28,20.02,20.41,17.5,14.61,11.53,10.12,8.79,9.74,10.89,13.56,16.4,17.51
CABRAMURRA-SMHEA-AWS,72161,-35.94,148.38,21.04,21.62,18.19,14.62,10.5,6.5,4.97,5.51,8.67,12.24,15.77,19.34
CAIRNS-AERO,31011,-16.87,145.75,34.44,34.26,33.22,31.9,30.49,28.93,28.48,28.95,30.42,32.28,33.44,34.34
CAMOOWEAL-TOWNSHIP,37010,-19.92,138.12,39.02,37.51,37.06,34.71,30.03,26.74,27.47,30.14,34.52,37.45,38.72,38.4
CANBERRA-AIRPORT,70351,-35.31,149.2,31.05,30.08,26.23,24.21,18.46,14.73,14.4,14.89,19.26,22.41,25.43,28.68
CAPE-BORDA,22823,-35.75,136.6,23.84,24.22,22.53,19.54,17.26,15.48,14.81,14.69,16.05,17.89,20.32,22.04
CAPE-BRUNY-LIGHTHOUSE,94010,-43.49,147.15,20.72,20.61,19.65,17.99,15.99,13.86,13.5,14.12,15.28,16.62,17.34,19.08
CAPE-LEEUWIN,9518,-34.37,115.14,23.99,24.22,24.02,23.25,20.5,18.76,17.79,17.86,18.65,19.63,21.5,23.0
CAPE-MORETON-LIGHTHOUSE,40043,-27.03,153.47,29.36,29.35,28.02,26.44,24.36,22.23,21.41,22.18,24.41,26.09,26.85,28.48
CAPE-OTWAY-LIGHTHOUSE,90015,-38.86,143.51,21.85,22.02,20.09,18.75,16.07,13.89,13.33,14.1,15.27,17.15,18.47,19.33
CARNARVON-AIRPORT,6011,-24.89,113.67,31.5,33.75,32.49,30.75,27.88,25.0,23.63,23.64,25.13,26.56,28.72,29.74
CEDUNA-AMO,18012,-32.13,133.7,29.97,30.18,28.1,26.45,22.76,20.05,19.4,20.39,23.66,25.5,28.07,28.28
CHARLEVILLE-AERO,44021,-26.41,146.26,36.18,34.4,34.45,28.36,26.29,20.97,21.35,23.88,27.81,31.78,33.72,35.17
CHARTERS-TOWERS-AIRPORT,34084,-20.05,146.27,38.2,37.47,36.97,35.02,32.52,30.22,29.02,31.67,34.34,37.29,37.07,37.95
COBAR-MO,48027,-31.48,145.83,35.98,35.14,31.26,27.0,21.93,18.32,17.66,19.45,22.95,26.31,31.32,33.65
COFFS-HARBOUR-MO,59040,-30.31,153.12,29.22,29.19,27.93,26.47,24.03,21.91,21.4,22.1,24.43,26.03,26.89,28.27
CUNDERDIN-AIRFIELD,10286,-31.62,117.22,35.52,35.21,32.04,28.23,22.87,19.09,16.82,18.47,21.87,26.2,31.11,33.58
DALWALLINU-COMPARISON,8039,-30.28,116.66,36.67,35.77,32.68,28.45,23.54,19.94,18.74,19.19,22.99,26.79,31.45,34.77
DARWIN-AIRPORT,14015,-12.42,130.89,33.49,33.34,33.91,34.96,34.31,33.22,32.82,33.79,34.62,35.24,35.42,34.33
DENILIQUIN-AIRPORT-AWS,74258,-35.56,144.95,34.41,33.51,31.49,26.29,20.88,17.09,15.74,17.81,21.38,25.95,29.28,33.05
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,36.78,36.62,33.87,29.31,24.53,20.63,19.79,21.22,26.41,30.92,34.32,36.08
EAST-SALE-AIRPORT,85072,-38.12,147.13,26.19,26.14,24.77,20.91,18.31,15.21,14.68,16.16,18.12,20.63,21.71,24.18
ESPERANCE,9789,-33.83,121.89,27.34,27.2,25.51,23.44,20.66,18.77,16.96,17.71,19.9,21.35,23.15,24.61
EUCLA,11003,-31.68,128.88,27.77,27.15,26.72,25.31,22.98,20.61,19.92,20.94,23.6,25.36,26.19,26.43
FORREST,11052,-30.85,128.11,33.52,33.37,29.52,26.1,23.27,19.58,19.46,20.91,25.66,27.53,30.48,31.23
GABO-ISLAND-LIGHTHOUSE,84016,-37.57,149.92,24.95,24.95,24.18,23.07,20.56,18.55,17.88,18.45,20.53,21.47,22.44,23.42
GAYNDAH-AIRPORT,39066,-25.62,151.62,37.2,36.05,34.4,31.88,28.66,26.09,25.03,27.41,30.82,33.53,35.11,36.79
GEORGETOWN-AIRPORT,30124,-18.3,143.53,35.07,34.24,34.32,33.73,31.43,28.96,29.61,31.08,34.09,36.82,37.53,36.6
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,32.58,33.91,32.53,29.5,25.24,21.95,20.46,20.45,23.21,26.05,28.67,30.8
GILES-METEOROLOGICAL-OFFICE,13017,-25.03,128.3,38.33,36.9,35.36,29.98,24.59,20.95,20.65,23.44,30.06,33.01,35.69,36.7
GROVE-RESEARCH-STATION,94220,-42.99,147.07,23.08,23.41,21.27,18.76,16.01,13.25,13.39,14.42,15.61,17.51,19.32,21.26
GUNNEDAH-RESOURCE-CENTRE,55024,-31.03,150.27,32.88,32.22,29.37,26.62,21.28,18.16,16.79,19.41,23.09,26.62,29.17,31.36
HALLS-CREEK-AIRPORT,2012,-18.23,127.66,39.01,37.79,38.16,36.31,32.36,29.6,29.88,32.46,37.04,39.34,41.24,39.71
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,23.03,23.15,21.4,19.52,16.48,13.68,13.65,14.71,16.48,18.2,19.97,21.48
HORN-ISLAND,27058,-10.58,142.29,32.52,31.89,32.04,32.13,31.34,30.57,29.91,30.22,31.04,32.39,33.56,33.38
INVERELL-RAGLAN-ST,56242,-29.78,151.11,32.12,31.09,29.61,26.79,22.48,19.17,17.9,20.64,24.84,27.55,28.2,31.21
JERVIS-BAY-POINT-PERPENDICULAR-AWS,68151,-35.09,150.8,26.77,26.34,25.22,23.67,20.98,18.55,17.67,18.7,21.04,22.83,24.39,25.75
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,36.6,35.18,32.51,28.83,23.72,20.65,19.48,21.02,25.0,28.8,32.11,34.64
KALUMBURU,1019,-14.3,126.65,35.48,33.92,35.01,35.88,35.05,33.51,33.6,34.59,36.95,37.97,37.92,36.19
KATANNING-COMPARISON,10579,-33.69,117.56,31.11,30.88,27.6,24.45,19.99,17.35,15.59,15.89,18.41,21.64,26.29,29.34
KERANG,80023,-35.72,143.92,34.6,33.24,30.26,25.47,20.12,16.49,16.13,17.79,21.04,24.51,28.95,31.63
KYANCUTTA,18044,-33.13,135.56,33.69,33.54,30.78,26.74,21.99,18.74,18.13,19.52,22.93,26.3,29.21,31.73
LARAPUNA-EDDYSTONE-POINT,92045,-40.99,148.35,22.87,23.23,22.42,20.11,18.21,15.9,15.15,15.44,16.58,17.98,19.6,21.4
LAUNCESTON-AIRPORT,91311,-41.55,147.21,24.37,25.03,23.52,19.43,15.58,12.78,12.46,13.7,15.28,17.86,20.45,22.9
LAVERTON-RAAF,87031,-37.86,144.76,27.16,27.44,24.97,21.55,18.47,16.13,15.26,16.22,18.28,21.06,23.17,25.13
LEARMONTH-AIRPORT,5007,-22.24,114.1,38.97,37.86,37.02,34.06,29.35,25.62,24.73,27.0,30.12,32.99,35.26,37.31
LONGREACH-AERO,36031,-23.44,144.28,40.41,38.91,38.1,33.42,31.38,25.41,27.05,29.24,32.43,37.61,38.26,39.16
LOW-HEAD,91293,-41.06,146.79,20.8,21.25,20.28,18.33,15.9,13.63,12.89,13.52,14.33,16.0,17.29,19.2
MACKAY-M.O,33119,-21.12,149.22,31.24,30.76,29.32,27.15,25.06,23.44,22.59,23.45,26.05,28.45,30.36,31.05
MARBLE-BAR,4106,-21.18,119.75,45.19,43.24,43.28,41.42,36.04,31.84,31.82,35.17,40.46,45.26,46.77,45.82
MARREE,17031,-29.65,138.06,39.2,39.15,35.25,30.29,24.43,21.04,20.11,22.18,27.76,30.69,34.37,37.17
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,43.31,43.78,40.3,35.33,30.13,24.34,25.02,28.33,32.27,37.29,40.01,41.55
MELBOURNE-REGIONAL-OFFICE,86071,-37.81,144.97,28.6,28.5,26.08,22.89,19.69,16.84,16.42,17.52,19.33,22.04,24.66,26.53
MERREDIN,10092,-31.48,118.28,38.73,37.13,34.82,30.01,25.58,20.81,19.91,21.01,25.04,30.66,34.37,37.12
MILDURA-AIRPORT,76031,-34.24,142.09,34.86,34.35,29.83,25.89,20.74,17.88,16.83,18.78,22.98,26.61,30.59,33.0
MILES-CONSTANCE-STREET,42112,-26.66,150.18,37.65,36.2,35.17,32.02,27.92,24.71,24.37,26.11,30.76,33.61,35.45,37.11
MORAWA-AIRPORT,8296,-29.2,116.02,37.75,36.72,33.61,30.26,24.24,20.75,19.18,20.99,24.01,28.32,32.0,35.71
MOREE-AERO,53115,-29.49,149.85,35.05,34.24,32.27,28.38,24.32,20.48,19.65,20.93,25.83,29.21,31.81,34.27
MORUYA-HEADS-PILOT-STATION,69018,-35.91,150.15,26.11,26.18,25.55,24.34,21.78,19.67,18.87,19.61,21.38,22.86,23.72,24.85
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,25.95,26.75,24.32,21.0,17.68,15.17,14.76,15.3,17.06,18.83,21.74,24.33
NHILL-AERODROME,78015,-36.31,141.65,31.8,33.13,29.58,24.27,19.96,16.09,15.62,17.43,19.6,23.01,26.91,30.68
NORMANTON-AIRPORT,29063,-17.69,141.07,35.46,34.86,35.66,35.84,33.37,30.49,30.6,32.62,35.31,36.87,37.5,36.32
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,26.35,27.03,24.84,23.21,20.7,18.13,17.09,17.75,19.76,21.93,24.42,25.93
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,29.77,29.47,28.1,26.1,23.18,21.07,19.93,21.05,23.58,25.81,26.64,28.4
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,29.49,29.61,25.82,22.79,18.14,14.83,13.96,15.62,18.28,21.37,25.03,27.25
OODNADATTA-AIRPORT,17043,-27.56,135.45,40.46,38.73,35.19,30.43,25.37,21.93,21.13,23.37,28.28,31.82,34.93,37.63
ORBOST,84145,-37.69,148.47,26.49,26.87,24.84,21.86,19.1,16.72,15.97,17.21,19.12,20.33,23.25,24.26
PALMERVILLE,28004,-16.0,144.08,34.08,33.43,32.85,32.87,31.28,31.18,30.36,31.58,34.39,36.84,37.31,36.58
PERTH-AIRPORT,9021,-31.93,115.98,33.52,32.6,31.13,27.36,22.93,20.08,19.05,19.96,21.77,24.69,28.08,30.83
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,37.2,37.45,37.91,36.96,33.24,29.09,29.21,30.72,33.44,36.85,38.44,37.25
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,28.47,28.26,26.53,24.72,21.96,20.28,19.28,21.43,23.83,24.83,25.48,27.58
RABBIT-FLAT,15666,-20.18,130.01,39.82,37.79,37.17,35.56,31.34,28.06,27.03,31.29,35.68,38.22,40.4,41.06
