STATION_NAME,STN_ID,LAT,LON,January,February,March,April,May,June,July,August,September,October,November,December
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,30.26,29.93,28.1,23.97,20.31,17.23,16.06,17.49,20.14,22.91,26.27,28.61
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,27.64,28.16,28.01,25.73,22.49,19.44,18.95,19.29,20.74,22.39,24.51,26.75
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,38.07,37.18,34.08,29.63,24.9,20.96,21.12,23.09,28.9,32.35,35.01,36.42
AMBERLEY-AMO,40004,-27.63,152.71,35.79,34.6,33.97,32.13,28.96,26.63,26.43,27.42,30.94,33.19,34.13,35.32
BARCALDINE-POST-OFFICE,36007,-23.55,145.29,36.6,35.77,34.72,31.56,27.9,24.56,23.99,25.5,29.79,33.39,35.23,36.97
BATHURST-AGRICULTURAL-STATION,63005,-33.43,149.56,29.92,29.03,25.95,22.64,18.12,13.94,12.99,15.01,17.67,21.05,24.73,28.4
BIRDSVILLE-AIRPORT,38026,-25.9,139.35,40.79,38.9,37.53,32.4,27.21,23.37,22.58,25.42,31.26,34.11,37.57,39.58
BOULIA-AIRPORT,38003,-22.91,139.9,41.59,38.72,36.75,33.24,29.15,25.67,26.05,29.37,32.63,36.13,38.29,39.91
BOURKE-AIRPORT-AWS,48245,-30.04,145.95,42.98,40.41,38.28,33.63,27.67,23.66,22.69,25.29,30.66,35.65,40.41,41.13
BRIDGETOWN-COMPARISON,9510,-33.96,116.14,30.84,30.9,28.58,24.87,20.64,17.85,16.92,17.43,19.49,21.68,25.51,28.64
BRISBANE-AERO,40842,-27.39,153.12,30.6,30.62,29.76,27.68,25.44,23.22,22.29,23.56,25.79,27.55,28.66,29.75
BROOME-AIRPORT,3003,-17.95,122.23,34.49,34.06,35.17,35.8,33.89,30.96,30.97,31.83,33.21,33.85,34.99,34.34
BUNDABERG-AERO,39128,-24.91,152.32,31.2,30.51,29.72,28.28,25.73,23.64,23.26,23.96,26.03,27.51,28.88,30.4
BURKETOWN-AIRPORT,29077,-17.75,139.54,35.04,34.47,35.46,34.96,32.7,30.87,30.11,31.53,34.1,36.63,37.17,36.55
BUTLERS-GORGE,96003,-42.28,146.28,21.84,22.32,19.84,16.6,13.39,11.56,9.99,10.68,11.7,14.45,17.63,19.99
CABRAMURRA-SMHEA-AWS,72161,-35.94,148.38,22.57,21.55,18.54,14.79,10.26,6.35,4.51,5.43,8.83,12.59,16.65,19.68
CAIRNS-AERO,31011,-16.87,145.75,34.99,34.57,33.34,31.86,30.44,29.17,28.49,29.13,30.82,32.72,33.71,34.34
CAMOOWEAL-TOWNSHIP,37010,-19.92,138.12,40.58,39.38,38.85,36.2,33.05,29.16,28.78,32.22,36.89,39.74,40.11,41.02
CANBERRA-AIRPORT,70351,-35.31,149.2,30.22,28.98,24.69,22.48,17.21,13.35,12.83,13.59,17.5,20.98,23.83,27.72
CAPE-BORDA,22823,-35.75,136.6,25.25,25.64,23.14,21.15,18.83,17.08,16.29,16.2,17.24,19.14,21.56,23.24
CAPE-BRUNY-LIGHTHOUSE,94010,-43.49,147.15,19.05,19.23,17.72,16.26,14.2,12.14,11.94,12.56,14.0,15.06,16.09,17.5
CAPE-LEEUWIN,9518,-34.37,115.14,23.76,24.4,23.32,22.32,20.37,18.2,17.23,17.18,17.81,18.98,20.94,22.55
CAPE-MORETON-LIGHTHOUSE,40043,-27.03,153.47,28.31,28.41,27.09,25.14,23.01,20.78,20.16,20.53,23.11,24.79,25.97,27.51
CAPE-OTWAY-LIGHTHOUSE,90015,-38.86,143.51,22.65,23.27,21.42,19.81,17.78,15.94,15.09,15.36,16.52,18.19,20.07,20.9
CARNARVON-AIRPORT,6011,-24.89,113.67,31.74,33.78,32.49,30.95,28.18,25.08,23.82,24.15,25.22,27.01,28.99,30.27
CEDUNA-AMO,18012,-32.13,133.7,30.9,30.26,29.73,28.22,24.18,21.27,20.52,22.29,25.03,26.89,29.29,30.56
CHARLEVILLE-AERO,44021,-26.41,146.26,36.79,34.7,34.79,28.89,26.0,20.71,21.37,24.32,27.7,31.64,34.24,35.99
CHARTERS-TOWERS-AIRPORT,34084,-20.05,146.27,36.14,34.38,32.39,30.52,28.21,26.56,25.79,27.92,31.11,33.78,34.68,35.72
COBAR-MO,48027,-31.48,145.83,35.62,34.76,31.32,26.48,21.54,18.09,17.19,18.97,23.7,26.94,31.29,33.5
COFFS-HARBOUR-MO,59040,-30.31,153.12,27.89,27.82,26.64,25.0,22.55,20.55,19.95,20.47,23.26,24.98,25.3,27.12
CUNDERDIN-AIRFIELD,10286,-31.62,117.22,36.12,35.56,32.21,27.34,22.69,18.76,17.8,18.12,21.51,27.05,30.63,33.74
DALWALLINU-COMPARISON,8039,-30.28,116.66,36.53,35.75,33.29,28.55,23.41,19.66,18.17,19.16,22.71,26.9,31.28,33.89
DARWIN-AIRPORT,14015,-12.42,130.89,32.98,32.65,33.38,34.3,33.54,32.25,32.05,32.95,33.76,34.52,34.73,33.68
DENILIQUIN-AIRPORT-AWS,74258,-35.56,144.95,37.32,36.17,33.46,28.46,22.71,18.17,17.62,19.49,22.5,27.1,32.8,35.61
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,33.63,32.62,29.38,25.87,20.78,17.01,16.41,17.84,20.92,25.0,29.0,32.14
EAST-SALE-AIRPORT,85072,-38.12,147.13,26.41,26.45,24.65,20.87,18.1,15.35,14.67,16.26,18.06,20.23,21.75,24.08
ESPERANCE,9789,-33.83,121.89,27.68,27.33,26.06,24.25,21.2,18.98,17.68,18.18,20.28,21.81,23.69,24.93
EUCLA,11003,-31.68,128.88,26.45,27.24,26.28,24.51,21.95,19.56,18.73,19.88,23.12,24.9,24.87,25.56
FORREST,11052,-30.85,128.11,34.42,33.0,29.84,28.25,23.98,20.18,20.16,22.84,26.82,28.07,31.06,32.83
GABO-ISLAND-LIGHTHOUSE,84016,-37.57,149.92,24.44,24.47,23.54,22.39,19.89,18.18,17.66,17.65,18.67,19.97,21.21,22.72
GAYNDAH-AIRPORT,39066,-25.62,151.62,34.54,33.56,32.89,30.41,26.9,24.14,23.41,25.31,28.44,31.25,32.44,34.05
GEORGETOWN-AIRPORT,30124,-18.3,143.53,35.85,34.86,35.12,34.75,32.68,30.23,30.16,32.06,35.47,37.52,38.07,37.47
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,31.91,33.09,31.94,29.45,25.09,21.87,20.07,20.75,22.62,24.93,28.11,30.27
GILES-METEOROLOGICAL-OFFICE,13017,-25.03,128.3,40.28,38.47,37.0,32.81,25.71,22.37,21.86,25.93,32.04,34.21,36.14,38.58
GROVE-RESEARCH-STATION,94220,-42.99,147.07,23.22,23.36,21.42,18.97,15.87,13.4,13.29,14.22,15.79,17.61,19.72,21.2
GUNNEDAH-RESOURCE-CENTRE,55024,-31.03,150.27,34.67,32.59,30.28,26.96,21.86,18.45,17.85,19.38,22.79,26.66,30.62,32.54
HALLS-CREEK-AIRPORT,2012,-18.23,127.66,38.56,36.82,37.69,35.87,32.29,28.93,27.9,31.73,35.98,38.54,40.36,39.58
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,23.19,23.37,21.61,19.36,16.3,13.6,13.55,14.63,16.41,18.08,19.92,21.66
HORN-ISLAND,27058,-10.58,142.29,32.8,32.38,32.15,31.99,31.61,30.95,30.65,30.96,31.49,32.44,33.67,33.17
INVERELL-RAGLAN-ST,56242,-29.78,151.11,33.82,33.46,32.37,28.33,25.09,21.23,20.2,22.37,25.44,28.87,30.68,32.73
JERVIS-BAY-POINT-PERPENDICULAR-AWS,68151,-35.09,150.8,25.85,25.81,24.83,23.07,20.53,18.43,17.54,18.28,20.64,22.26,23.17,24.94
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,34.59,31.97,30.68,26.47,22.33,18.45,17.28,19.29,23.64,26.77,29.76,32.52
KALUMBURU,1019,-14.3,126.65,35.38,34.18,35.07,35.86,34.56,32.74,33.02,34.18,36.59,37.81,38.08,36.06
KATANNING-COMPARISON,10579,-33.69,117.56,31.67,31.66,29.01,25.0,20.38,17.03,16.18,16.65,19.04,22.88,27.03,29.83
KERANG,80023,-35.72,143.92,34.59,34.38,31.37,27.3,21.29,17.42,16.75,19.35,22.91,27.39,30.84,33.73
KYANCUTTA,18044,-33.13,135.56,34.66,33.86,30.13,26.54,22.31,18.84,18.01,19.44,23.69,26.19,30.29,31.97
LARAPUNA-EDDYSTONE-POINT,92045,-40.99,148.35,24.42,24.64,23.63,21.5,19.17,17.34,16.68,16.84,17.65,19.06,21.05,22.82
LAUNCESTON-AIRPORT,91311,-41.55,147.21,24.65,25.4,22.97,18.87,15.47,13.08,12.68,13.78,15.75,18.09,20.59,22.39
LAVERTON-RAAF,87031,-37.86,144.76,26.24,26.45,24.43,21.26,17.84,15.12,14.62,16.09,17.85,20.59,22.27,24.45
LEARMONTH-AIRPORT,5007,-22.24,114.1,39.89,38.85,37.96,34.91,29.94,26.12,25.5,27.92,31.0,34.54,36.24,38.08
LONGREACH-AERO,36031,-23.44,144.28,39.16,37.6,36.97,32.24,29.71,24.73,25.19,27.43,31.67,36.32,36.57,38.05
LOW-HEAD,91293,-41.06,146.79,20.96,21.62,20.14,18.95,15.86,13.94,13.2,13.63,14.33,16.05,17.59,19.4
MACKAY-M.O,33119,-21.12,149.22,31.11,30.51,29.23,27.21,25.23,22.88,21.86,24.04,26.54,28.76,30.17,30.81
MARBLE-BAR,4106,-21.18,119.75,42.52,40.18,39.29,37.78,32.06,28.88,29.03,31.29,35.25,39.63,42.37,43.0
MARREE,17031,-29.65,138.06,40.77,38.3,35.65,30.52,24.59,21.51,20.72,22.94,27.55,30.95,36.07,37.76
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,38.99,37.49,35.59,31.7,25.66,21.09,20.56,23.94,27.42,31.17,34.85,38.1
MELBOURNE-REGIONAL-OFFICE,86071,-37.81,144.97,28.09,28.13,26.4,22.29,19.49,16.19,15.66,16.76,19.54,22.04,24.19,27.15
MERREDIN,10092,-31.48,118.28,36.08,35.3,32.61,27.62,22.58,18.79,17.93,18.57,22.44,27.71,31.19,33.99
MILDURA-AIRPORT,76031,-34.24,142.09,33.47,33.64,29.68,25.18,20.11,16.61,16.04,18.21,21.32,24.63,27.94,30.94
MILES-CONSTANCE-STREET,42112,-26.66,150.18,35.78,34.32,33.19,30.07,25.8,22.99,22.39,24.88,29.9,32.46,33.24,35.31
