STATION_NAME,STN_ID,LAT,LON,January,February,March,April,May,June,July,August,September,October,November,December
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,29.96,30.21,26.54,23.9,19.84,16.85,15.93,17.48,19.84,22.54,25.8,27.64
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,25.19,25.44,24.41,23.06,19.89,17.58,16.44,16.78,18.52,19.24,21.35,23.5
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,39.7,37.74,35.89,30.31,25.79,21.39,21.99,25.7,30.92,33.83,35.96,38.0
AMBERLEY-AMO,40004,-27.63,152.71,32.0,31.16,29.72,27.62,24.94,22.66,21.83,23.63,27.35,28.87,30.65,31.36
BARCALDINE-POST-OFFICE,36007,-23.55,145.29,38.92,35.89,34.27,31.06,28.46,25.15,23.83,27.93,31.71,33.66,35.49,36.93
BATHURST-AGRICULTURAL-STATION,63005,-33.43,149.56,29.05,28.53,25.35,21.66,17.39,13.61,12.57,13.76,17.23,20.81,23.33,27.08
BIRDSVILLE-AIRPORT,38026,-25.9,139.35,43.67,40.06,38.24,33.95,28.23,24.58,24.32,27.44,33.1,36.26,40.29,40.68
BOULIA-AIRPORT,38003,-22.91,139.9,40.23,38.96,37.94,33.81,28.43,26.13,25.11,27.68,32.66,35.75,37.88,39.89
BOURKE-AIRPORT-AWS,48245,-30.04,145.95,38.34,37.13,33.45,29.6,24.37,20.96,20.23,22.08,26.35,29.98,33.88,36.87
BRIDGETOWN-COMPARISON,9510,-33.96,116.14,30.85,31.35,28.47,25.64,21.29,18.21,17.04,17.75,19.32,21.94,25.6,28.96
BRISBANE-AERO,40842,-27.39,153.12,29.8,29.55,28.75,26.93,24.31,22.11,21.67,22.5,24.53,26.33,27.63,28.74
BROOME-AIRPORT,3003,-17.95,122.23,34.25,33.22,34.65,35.61,33.04,30.75,30.23,31.0,32.28,33.59,34.63,34.23
BUNDABERG-AERO,39128,-24.91,152.32,32.14,32.09,31.08,28.9,26.57,24.43,23.7,24.95,27.06,28.61,29.99,31.38
BURKETOWN-AIRPORT,29077,-17.75,139.54,36.55,34.99,36.24,35.48,34.01,30.77,29.68,31.81,33.99,36.66,37.14,36.92
BUTLERS-GORGE,96003,-42.28,146.28,20.6,20.53,17.96,14.7,11.9,10.56,8.92,10.2,10.9,13.67,16.88,18.29
CABRAMURRA-SMHEA-AWS,72161,-35.94,148.38,21.79,22.45,19.32,13.84,10.31,5.69,4.43,5.47,8.94,12.34,15.43,19.93
CAIRNS-AERO,31011,-16.87,145.75,32.2,31.84,31.08,29.66,28.4,26.89,26.45,27.04,29.05,30.57,31.58,32.23
CAMOOWEAL-TOWNSHIP,37010,-19.92,138.12,41.29,39.83,39.68,37.14,32.86,29.44,29.6,32.16,36.4,40.05,41.81,40.93
CANBERRA-AIRPORT,70351,-35.31,149.2,30.2,29.86,25.63,23.35,18.15,14.51,13.59,14.61,18.64,22.14,24.93,27.39
CAPE-BORDA,22823,-35.75,136.6,24.66,25.38,23.06,20.41,17.8,15.8,15.26,15.5,16.4,18.26,21.02,22.38
CAPE-BRUNY-LIGHTHOUSE,94010,-43.49,147.15,19.08,19.65,18.09,16.23,14.28,12.46,12.26,12.65,14.13,14.96,16.09,17.44
CAPE-LEEUWIN,9518,-34.37,115.14,23.79,23.68,23.66,22.57,20.08,18.19,17.18,17.24,17.87,19.12,20.98,22.58
CAPE-MORETON-LIGHTHOUSE,40043,-27.03,153.47,29.24,28.77,27.83,26.13,23.88,21.84,21.41,21.69,23.67,25.26,26.46,28.3
CAPE-OTWAY-LIGHTHOUSE,90015,-38.86,143.51,20.99,21.24,20.28,18.21,16.11,14.38,13.6,14.01,15.33,16.89,18.29,19.71
