STATION_NAME,STN_ID,LAT,LON,January,February,March,April,May,June,July,August,September,October,November,December
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,32.91,33.13,30.28,26.83,23.29,19.62,18.35,19.45,22.35,25.02,29.38,31.4
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,26.09,26.78,26.0,24.59,21.49,19.26,17.92,17.77,19.17,20.37,22.62,24.63
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,41.38,38.7,36.08,31.47,25.63,22.74,22.08,26.34,31.4,33.7,35.96,38.76
AMBERLEY-AMO,40004,-27.63,152.71,33.32,31.84,31.0,28.89,25.96,23.75,23.6,24.57,27.98,30.02,30.72,32.63
BARCALDINE-POST-OFFICE,36007,-23.55,145.29,40.41,39.8,39.67,35.21,31.24,28.56,28.18,29.65,35.44,39.2,39.59,40.33
BATHURST-AGRICULTURAL-STATION,63005,-33.43,149.56,29.64,28.93,26.0,22.43,18.17,14.02,13.16,14.26,18.01,20.66,24.4,28.06
BIRDSVILLE-AIRPORT,38026,-25.9,139.35,40.26,39.45,36.87,32.02,26.76,22.76,22.38,24.09,29.72,33.2,36.66,38.59
BOULIA-AIRPORT,38003,-22.91,139.9,38.94,38.64,37.17,32.57,27.91,25.06,25.32,26.79,31.26,34.64,36.88,39.05
BOURKE-AIRPORT-AWS,48245,-30.04,145.95,37.88,37.11,34.03,28.72,24.07,20.77,19.26,21.91,27.04,30.69,33.23,36.4
BRIDGETOWN-COMPARISON,9510,-33.96,116.14,30.32,30.37,28.54,25.1,20.53,17.46,16.18,16.98,18.72,21.13,24.73,27.97
BRISBANE-AERO,40842,-27.39,153.12,30.33,29.55,28.49,26.53,24.29,21.96,21.36,22.62,25.57,26.84,28.13,29.32
BROOME-AIRPORT,3003,-17.95,122.23,35.6,34.13,35.64,36.46,33.7,31.37,30.92,32.22,33.33,34.5,35.36,35.33
BUNDABERG-AERO,39128,-24.91,152.32,31.44,30.85,29.68,27.92,25.55,23.75,23.18,24.66,26.85,28.05,29.14,30.65
BURKETOWN-AIRPORT,29077,-17.75,139.54,36.34,35.53,36.61,36.59,35.01,32.69,32.16,33.33,35.39,37.86,38.52,38.16
BUTLERS-GORGE,96003,-42.28,146.28,20.05,20.29,17.73,14.98,11.84,10.4,8.83,9.86,10.72,13.4,16.62,17.82
CABRAMURRA-SMHEA-AWS,72161,-35.94,148.38,20.77,21.14,17.95,13.39,9.8,6.12,4.16,4.63,8.34,11.94,14.67,18.18
CAIRNS-AERO,31011,-16.87,145.75,34.83,34.15,33.5,32.26,30.78,29.05,28.79,29.32,30.87,32.9,34.03,34.7
CAMOOWEAL-TOWNSHIP,37010,-19.92,138.12,39.74,38.79,37.8,36.28,31.91,27.93,28.52,31.29,35.29,37.3,39.46,39.62
CANBERRA-AIRPORT,70351,-35.31,149.2,30.43,29.93,25.88,23.43,18.17,14.6,13.98,15.43,19.29,22.27,25.4,28.58
CAPE-BORDA,22823,-35.75,136.6,25.4,25.69,23.27,20.89,18.15,16.27,15.5,15.9,16.81,18.64,21.62,22.92
CAPE-BRUNY-LIGHTHOUSE,94010,-43.49,147.15,19.44,19.88,18.19,16.95,14.86,12.9,12.8,13.13,14.18,15.32,16.66,17.86
CAPE-LEEUWIN,9518,-34.37,115.14,24.72,25.38,24.81,23.69,21.65,19.67,18.6,18.1,18.97,20.02,22.03,23.51
CAPE-MORETON-LIGHTHOUSE,40043,-27.03,153.47,29.23,29.0,27.97,25.8,23.55,21.41,20.97,21.39,23.58,25.28,26.68,28.44
CAPE-OTWAY-LIGHTHOUSE,90015,-38.86,143.51,22.05,22.15,20.72,19.08,17.34,15.16,14.6,15.03,15.93,17.64,19.16,20.1
CARNARVON-AIRPORT,6011,-24.89,113.67,33.97,35.1,34.03,32.72,29.38,26.84,25.23,25.42,26.84,28.14,30.67,31.77
CEDUNA-AMO,18012,-32.13,133.7,30.93,30.35,28.71,26.52,23.3,20.17,19.9,20.83,23.89,25.75,28.43,28.97
CHARLEVILLE-AERO,44021,-26.41,146.26,37.65,35.97,36.53,29.82,27.47,21.83,21.7,25.51,28.91,33.4,34.7,36.96
CHARTERS-TOWERS-AIRPORT,34084,-20.05,146.27,34.9,33.85,32.96,31.09,28.33,25.81,25.71,27.53,30.97,33.79,34.81,35.06
COBAR-MO,48027,-31.48,145.83,37.93,36.62,33.32,29.13,23.72,20.33,19.46,21.45,25.6,28.58,33.82,35.62
COFFS-HARBOUR-MO,59040,-30.31,153.12,28.5,28.46,26.91,25.27,22.68,20.8,20.39,21.95,24.2,25.95,25.68,27.71
CUNDERDIN-AIRFIELD,10286,-31.62,117.22,35.91,34.86,32.75,29.16,22.94,19.22,17.65,18.7,22.26,27.12,30.94,33.78
DALWALLINU-COMPARISON,8039,-30.28,116.66,37.72,36.87,33.36,29.14,23.84,20.41,19.22,19.66,23.53,27.07,31.58,35.03
DARWIN-AIRPORT,14015,-12.42,130.89,32.71,31.9,32.68,33.73,33.56,31.86,31.54,32.29,33.62,34.14,34.03,32.71
DENILIQUIN-AIRPORT-AWS,74258,-35.56,144.95,32.44,32.44,29.54,24.18,19.5,15.8,14.61,16.49,20.26,23.19,27.82,30.59
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,34.11,33.62,29.7,25.4,20.58,17.12,15.72,18.39,22.36,25.67,29.0,31.77
EAST-SALE-AIRPORT,85072,-38.12,147.13,26.8,27.14,24.76,21.76,18.4,15.83,15.05,16.28,18.69,20.76,22.82,25.03
ESPERANCE,9789,-33.83,121.89,27.69,27.36,26.34,24.39,21.24,18.84,17.56,18.76,20.53,22.37,24.35,25.35
EUCLA,11003,-31.68,128.88,28.08,28.17,27.29,25.48,22.76,20.58,19.96,20.85,23.97,25.75,26.39,27.0
FORREST,11052,-30.85,128.11,34.15,32.85,30.44,26.89,23.42,19.94,19.55,20.62,25.09,27.79,29.86,31.11
GABO-ISLAND-LIGHTHOUSE,84016,-37.57,149.92,23.24,22.98,22.08,21.08,18.09,16.19,15.44,15.65,17.26,18.82,19.55,21.37
GAYNDAH-AIRPORT,39066,-25.62,151.62,34.4,33.58,32.71,30.03,27.25,24.32,23.75,25.66,29.12,31.86,32.71,34.05
GEORGETOWN-AIRPORT,30124,-18.3,143.53,37.41,35.84,36.08,35.07,33.03,30.96,30.9,32.46,35.77,38.54,39.57,38.61
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,32.38,33.96,31.95,29.38,25.15,21.93,19.89,20.62,22.87,24.86,28.22,30.86
GILES-METEOROLOGICAL-OFFICE,13017,-25.03,128.3,38.56,37.49,34.85,30.31,25.35,21.37,20.99,23.32,28.8,32.68,34.98,36.13
GROVE-RESEARCH-STATION,94220,-42.99,147.07,23.48,23.48,21.25,18.42,15.66,13.42,13.14,14.15,15.81,17.47,19.44,21.26
GUNNEDAH-RESOURCE-CENTRE,55024,-31.03,150.27,33.66,33.33,30.49,26.72,22.18,18.23,16.87,19.26,22.48,26.28,28.6,30.97
HALLS-CREEK-AIRPORT,2012,-18.23,127.66,40.31,38.89,39.76,38.18,33.92,31.47,32.04,34.07,38.71,40.74,42.19,40.32
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,23.75,23.75,21.46,19.2,16.65,13.9,13.51,14.87,16.65,18.4,20.11,22.13
HORN-ISLAND,27058,-10.58,142.29,31.73,31.24,31.41,31.04,30.12,29.53,29.09,29.15,30.0,31.57,32.8,32.54
INVERELL-RAGLAN-ST,56242,-29.78,151.11,31.83,30.5,29.19,24.97,21.36,17.75,17.12,18.59,22.83,26.34,28.18,29.73
JERVIS-BAY-POINT-PERPENDICULAR-AWS,68151,-35.09,150.8,25.18,25.51,24.47,22.41,20.01,17.85,16.68,17.67,19.9,21.54,22.73,24.64
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,36.07,33.92,31.17,27.64,23.13,19.96,19.33,20.81,24.65,28.1,31.92,34.04
KALUMBURU,1019,-14.3,126.65,36.97,35.53,36.88,37.68,36.55,34.99,35.18,36.24,38.38,39.56,39.68,37.41
KATANNING-COMPARISON,10579,-33.69,117.56,32.07,31.01,28.97,25.12,20.59,17.44,16.18,17.16,19.88,22.97,27.3,29.78
KERANG,80023,-35.72,143.92,32.74,32.93,28.99,24.33,19.53,16.07,14.72,16.55,20.02,23.87,27.38,30.37
KYANCUTTA,18044,-33.13,135.56,33.51,32.54,30.64,27.05,22.11,18.57,18.08,19.35,22.64,25.89,28.8,31.2
LARAPUNA-EDDYSTONE-POINT,92045,-40.99,148.35,22.42,23.23,21.76,19.52,17.37,15.25,14.6,15.12,16.45,17.96,19.22,21.04
LAUNCESTON-AIRPORT,91311,-41.55,147.21,25.57,26.29,24.19,20.01,15.95,13.42,13.14,14.16,16.06,18.36,21.3,23.07
LAVERTON-RAAF,87031,-37.86,144.76,27.58,27.37,24.93,21.8,17.98,15.55,14.71,15.91,17.77,20.41,23.04,24.89
LEARMONTH-AIRPORT,5007,-22.24,114.1,38.63,38.0,37.1,34.19,29.38,26.31,25.09,26.57,29.79,33.18,35.04,37.12
LONGREACH-AERO,36031,-23.44,144.28,38.37,37.18,36.34,31.89,29.32,24.13,25.78,27.38,31.25,36.16,36.45,37.25
LOW-HEAD,91293,-41.06,146.79,21.25,21.93,20.77,18.79,16.32,14.41,13.51,13.72,14.62,16.6,17.88,19.57
MACKAY-M.O,33119,-21.12,149.22,30.94,30.48,28.95,27.08,24.85,22.83,21.95,22.84,25.95,28.03,30.05,30.86
MARBLE-BAR,4106,-21.18,119.75,41.31,38.87,39.26,36.17,31.79,28.38,28.2,30.38,35.97,39.95,40.59,41.84
MARREE,17031,-29.65,138.06,40.79,40.31,36.46,32.64,26.45,22.63,22.94,24.51,29.61,32.29,37.26,39.4
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,41.11,40.25,37.91,33.86,27.96,22.18,22.01,25.07,29.11,32.97,35.99,39.75
