STATION_NAME,STN_ID,LAT,LON,January,February,March,April,May,June,July,August,September,October,November,December
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,31.4,31.27,28.2,24.11,20.51,17.07,16.19,17.84,19.93,22.62,26.56,28.05
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,24.3,25.05,24.11,22.57,19.53,17.23,16.01,16.47,18.24,18.65,20.85,22.83
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,37.47,36.28,34.33,29.46,24.23,21.07,20.95,23.46,28.7,32.05,34.59,35.9
AMBERLEY-AMO,40004,-27.63,152.71,32.89,31.74,30.53,28.54,25.2,23.0,22.77,23.65,27.47,29.41,30.58,32.26
BARCALDINE-POST-OFFICE,36007,-23.55,145.29,39.88,38.05,37.14,34.57,30.77,27.49,26.34,30.03,33.91,37.19,37.96,38.53
BATHURST-AGRICULTURAL-STATION,63005,-33.43,149.56,29.58,29.01,26.26,22.09,18.25,14.42,13.37,14.41,17.97,21.4,24.63,27.91
BIRDSVILLE-AIRPORT,38026,-25.9,139.35,40.69,40.07,37.23,32.35,27.31,23.94,23.21,25.12,30.07,33.81,36.28,38.67
BOULIA-AIRPORT,38003,-22.91,139.9,41.18,39.42,37.82,34.8,30.04,27.04,25.9,30.06,34.37,36.81,37.78,39.76
BOURKE-AIRPORT-AWS,48245,-30.04,145.95,37.52,36.43,33.66,28.76,23.25,20.19,18.74,21.37,26.3,29.84,32.74,35.83
BRIDGETOWN-COMPARISON,9510,-33.96,116.14,31.39,31.1,28.81,25.15,21.42,18.47,17.5,18.2,20.05,22.6,26.23,29.36
BRISBANE-AERO,40842,-27.39,153.12,30.24,29.69,28.33,26.51,24.12,22.23,21.31,22.45,24.95,26.68,27.82,29.15
BROOME-AIRPORT,3003,-17.95,122.23,34.77,33.84,35.39,36.3,33.97,31.38,31.67,32.07,33.64,34.18,34.93,35.06
BUNDABERG-AERO,39128,-24.91,152.32,31.24,31.1,29.94,27.92,25.8,23.54,22.81,24.54,26.37,27.91,28.75,29.87
BURKETOWN-AIRPORT,29077,-17.75,139.54,36.4,35.54,36.71,36.33,33.95,31.07,30.82,32.06,35.33,37.65,38.29,37.99
BUTLERS-GORGE,96003,-42.28,146.28,20.24,20.54,18.17,15.44,12.27,10.37,9.38,10.25,10.98,13.86,17.05,18.42
CABRAMURRA-SMHEA-AWS,72161,-35.94,148.38,24.05,23.73,21.19,16.17,11.96,7.26,5.91,6.91,11.03,14.88,18.21,22.19
CAIRNS-AERO,31011,-16.87,145.75,32.9,32.39,31.59,30.07,28.64,27.21,26.63,27.44,29.13,30.87,31.63,32.47
CAMOOWEAL-TOWNSHIP,37010,-19.92,138.12,41.98,39.78,39.09,36.99,33.22,29.14,28.34,32.51,36.27,39.49,40.82,41.75
CANBERRA-AIRPORT,70351,-35.31,149.2,30.53,29.74,25.67,23.85,18.18,15.04,14.13,14.78,18.68,22.5,25.35,28.19
CAPE-BORDA,22823,-35.75,136.6,25.38,25.67,23.2,20.96,18.49,16.75,15.95,15.84,17.36,18.81,21.88,23.39
CAPE-BRUNY-LIGHTHOUSE,94010,-43.49,147.15,19.06,19.64,18.22,16.44,14.56,12.57,12.24,12.84,14.1,15.03,16.23,17.57
CAPE-LEEUWIN,9518,-34.37,115.14,24.04,24.94,24.18,23.08,21.18,19.43,18.15,17.79,18.55,19.59,21.5,22.97
CAPE-MORETON-LIGHTHOUSE,40043,-27.03,153.47,28.7,28.49,27.09,25.32,23.03,21.09,20.28,21.05,23.14,24.81,26.28,27.61
CAPE-OTWAY-LIGHTHOUSE,90015,-38.86,143.51,21.44,21.51,20.14,18.64,16.36,14.2,13.53,14.48,15.99,17.01,18.55,20.27
CARNARVON-AIRPORT,6011,-24.89,113.67,33.32,34.74,33.54,31.58,28.51,25.69,24.79,24.91,26.21,27.52,29.9,30.9
CEDUNA-AMO,18012,-32.13,133.7,29.73,29.35,27.42,25.64,22.07,19.34,19.22,20.07,22.74,25.05,27.3,28.18
CHARLEVILLE-AERO,44021,-26.41,146.26,39.69,37.46,36.27,30.3,27.82,22.96,22.17,26.05,30.47,33.37,35.86,37.47
CHARTERS-TOWERS-AIRPORT,34084,-20.05,146.27,35.24,33.91,32.66,30.95,28.31,26.21,25.59,26.38,30.41,33.3,34.63,35.42
COBAR-MO,48027,-31.48,145.83,35.22,34.74,30.62,27.44,21.31,18.14,16.87,19.71,24.52,27.79,31.43,33.3
COFFS-HARBOUR-MO,59040,-30.31,153.12,29.35,29.05,27.57,26.05,23.52,21.52,21.06,21.82,24.39,26.21,26.48,28.33
CUNDERDIN-AIRFIELD,10286,-31.62,117.22,35.26,34.91,31.8,27.25,22.06,18.61,16.9,17.52,21.71,26.04,29.86,32.95
DALWALLINU-COMPARISON,8039,-30.28,116.66,38.04,37.18,34.4,29.74,24.18,20.32,19.44,20.32,23.43,28.39,31.98,35.61
DARWIN-AIRPORT,14015,-12.42,130.89,32.66,32.14,33.22,34.13,33.39,31.68,31.72,32.11,33.49,34.45,34.52,33.42
DENILIQUIN-AIRPORT-AWS,74258,-35.56,144.95,35.12,33.5,30.43,25.57,20.17,16.37,15.73,17.27,20.91,24.68,29.49,32.05
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,35.3,34.08,31.42,26.64,22.08,17.77,16.27,18.33,22.48,26.92,29.7,33.63
EAST-SALE-AIRPORT,85072,-38.12,147.13,26.28,26.66,24.28,21.61,18.06,15.33,14.95,15.92,17.82,19.97,22.14,24.56
ESPERANCE,9789,-33.83,121.89,28.26,28.22,27.16,25.42,22.34,20.25,18.64,19.07,20.72,22.37,24.77,25.84
EUCLA,11003,-31.68,128.88,27.52,27.26,27.21,25.31,23.19,20.59,19.78,20.74,23.86,25.65,26.7,26.69
FORREST,11052,-30.85,128.11,35.04,33.08,30.63,27.59,24.02,20.54,20.16,21.7,25.71,27.82,30.97,31.98
GABO-ISLAND-LIGHTHOUSE,84016,-37.57,149.92,22.23,23.04,22.43,20.69,18.4,16.51,15.87,16.03,17.65,19.08,19.53,20.87
GAYNDAH-AIRPORT,39066,-25.62,151.62,34.97,33.54,32.42,29.96,26.8,24.24,23.68,24.68,28.87,31.18,32.48,34.15
GEORGETOWN-AIRPORT,30124,-18.3,143.53,35.99,33.92,34.75,33.93,32.08,29.89,30.07,31.13,34.87,37.29,37.92,37.23
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,32.17,33.45,31.63,29.41,25.07,21.96,20.01,20.8,22.69,25.24,28.16,30.49
GILES-METEOROLOGICAL-OFFICE,13017,-25.03,128.3,39.69,38.08,35.78,32.15,26.19,23.4,22.88,25.06,30.36,34.38,36.06,37.44
