STATION_NAME,STN_ID,LAT,LON,January,February,March,April,May,June,July,August,September,October,November,December
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,29.72,30.28,27.74,23.53,19.85,16.95,16.27,16.78,19.72,22.43,25.44,27.45
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,25.19,25.52,24.79,22.95,19.78,17.27,16.44,16.71,18.37,19.39,21.51,23.58
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,38.58,37.92,35.06,31.62,25.52,22.04,23.22,25.54,31.14,34.26,37.14,37.66
AMBERLEY-AMO,40004,-27.63,152.71,33.19,32.12,30.9,28.79,25.86,23.2,22.9,24.41,27.87,29.97,31.09,32.21
BARCALDINE-POST-OFFICE,36007,-23.55,145.29,37.8,36.39,35.04,31.16,27.7,25.35,24.84,26.45,30.36,33.75,35.95,36.63
BATHURST-AGRICULTURAL-STATION,63005,-33.43,149.56,28.72,29.01,26.33,22.29,17.56,14.13,13.0,14.43,18.43,22.06,24.66,27.14
BIRDSVILLE-AIRPORT,38026,-25.9,139.35,44.84,42.3,39.89,35.82,29.38,26.04,25.75,28.96,35.31,38.51,41.91,42.5
BOULIA-AIRPORT,38003,-22.91,139.9,42.53,40.19,37.79,33.23,29.06,25.44,24.64,29.41,32.94,35.33,37.98,40.52
BOURKE-AIRPORT-AWS,48245,-30.04,145.95,39.28,36.36,33.98,28.58,23.23,20.34,19.65,21.89,25.88,29.97,34.74,36.94
BRIDGETOWN-COMPARISON,9510,-33.96,116.14,31.61,31.21,30.1,26.48,22.01,19.14,18.03,18.69,20.64,22.96,26.82,29.46
BRISBANE-AERO,40842,-27.39,153.12,32.05,31.83,30.95,29.17,26.54,24.75,24.07,24.86,27.29,28.72,30.19,31.03
BROOME-AIRPORT,3003,-17.95,122.23,34.3,33.94,35.39,35.98,33.35,31.08,30.43,31.32,32.54,33.41,34.68,34.11
BUNDABERG-AERO,39128,-24.91,152.32,31.41,31.29,30.85,28.82,26.08,24.03,23.86,24.48,27.04,28.55,29.32,30.79
BURKETOWN-AIRPORT,29077,-17.75,139.54,36.87,36.24,36.8,36.69,34.4,32.26,30.85,33.65,36.3,38.27,38.41,37.87
BUTLERS-GORGE,96003,-42.28,146.28,18.9,19.53,16.91,13.87,11.1,9.64,8.39,9.4,10.28,13.12,15.87,17.21
CABRAMURRA-SMHEA-AWS,72161,-35.94,148.38,20.79,20.72,17.76,12.76,10.11,5.53,4.04,4.61,8.79,11.5,14.84,19.19
CAIRNS-AERO,31011,-16.87,145.75,32.52,32.2,31.4,30.32,29.01,27.48,26.97,27.57,29.41,30.98,31.95,32.32
CAMOOWEAL-TOWNSHIP,37010,-19.92,138.12,40.91,39.37,38.03,36.04,32.24,28.85,27.91,31.63,35.49,38.63,39.9,39.98
CANBERRA-AIRPORT,70351,-35.31,149.2,31.47,30.26,25.73,23.05,17.76,14.54,13.67,14.69,18.51,21.94,24.99,27.78
CAPE-BORDA,22823,-35.75,136.6,24.96,25.58,23.71,21.06,18.62,16.64,15.85,15.86,17.32,19.1,21.63,23.4
CAPE-BRUNY-LIGHTHOUSE,94010,-43.49,147.15,18.84,19.3,18.18,16.38,14.34,12.44,12.17,12.41,14.2,15.03,16.27,17.7
CAPE-LEEUWIN,9518,-34.37,115.14,25.38,25.24,25.02,23.99,22.18,20.24,19.3,19.04,19.82,20.82,22.88,24.23
CAPE-MORETON-LIGHTHOUSE,40043,-27.03,153.47,28.55,28.37,27.11,25.3,23.01,21.07,20.42,21.26,23.16,24.78,25.94,27.84
CAPE-OTWAY-LIGHTHOUSE,90015,-38.86,143.51,20.78,21.28,19.72,17.97,15.94,13.81,13.07,13.89,15.21,16.75,17.9,19.32
CARNARVON-AIRPORT,6011,-24.89,113.67,32.03,33.3,32.09,30.61,27.81,25.19,23.93,24.25,25.54,27.07,29.0,30.54
CEDUNA-AMO,18012,-32.13,133.7,30.34,30.32,28.78,25.79,22.17,19.66,19.21,19.93,23.6,25.58,27.93,28.2
CHARLEVILLE-AERO,44021,-26.41,146.26,36.73,34.63,34.84,28.6,26.52,21.37,22.06,24.17,28.18,31.9,34.71,36.01
CHARTERS-TOWERS-AIRPORT,34084,-20.05,146.27,35.99,35.11,33.92,32.11,29.71,27.53,26.23,29.27,32.38,35.03,34.94,36.07
COBAR-MO,48027,-31.48,145.83,36.03,35.17,31.57,27.05,21.63,18.23,16.97,19.17,23.62,27.32,30.6,33.68
COFFS-HARBOUR-MO,59040,-30.31,153.12,28.05,27.92,26.84,25.05,22.62,20.59,19.71,20.56,23.04,24.8,25.59,27.07
CUNDERDIN-AIRFIELD,10286,-31.62,117.22,35.31,34.3,31.82,27.2,21.83,18.33,16.88,17.66,21.22,26.13,30.3,32.82
DALWALLINU-COMPARISON,8039,-30.28,116.66,38.25,37.38,34.64,29.36,24.39,20.28,18.73,19.82,22.9,27.44,32.58,35.45
DARWIN-AIRPORT,14015,-12.42,130.89,32.37,31.95,32.56,33.59,32.96,31.25,30.82,31.66,33.22,33.9,34.01,33.02
